name,degree,EffectiveSize,Constraint,effciency,hierarhcy,degreeCentrality,closeness,Eigenvector,informationCentrality,betweenCentrality,size,ties,pairs,density,twostepReach,ReachEffic,Broker,nBrock,EgoBetw,nEgoBetw,nWeakComp,pWeakComp,number_of-nodes,number_of_edges,density,inwardlink,outwardlink,inward_type,outward_type,inward_cross,outward_cross,number_alllink,number_alltype,number_allcross,priority,hasComment,length,averfixtime_priority,all_open,7days_open,30days_open,halfYear_open,oneYear_open,all_fix,7days_fix,30days_fix,halfYear_fix,OneYear_fix,avefixtime,avefixtime_7day,avefixtime_30day,avefixtime_halfYear,avefixtime_OneYear,overall_popularity,recent_popularity,relative_popularity,reporter_mean_fix_time,open_bug_reporter,time_diff
SPARK-654,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,29,9.032899306,20,1,3,20,20,9,1,2,9,9,8.058429784,2.788020833,1.525347222,8.058429784,8.058429784,0.666666667,0.666666667,1,7.805703125,2,6.864212963
SPARK-657,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,35,0,21,1,4,21,21,9,1,2,9,9,8.058429784,2.788020833,1.525347222,8.058429784,8.058429784,0.571428571,0.571428571,1,7.805703125,3,11.50762731
SPARK-658,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,41,9.032899306,22,2,5,22,22,9,1,2,9,9,8.058429784,2.788020833,1.525347222,8.058429784,8.058429784,1,1,1,11.60665509,0,13.39614583
SPARK-659,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,64,22.42303009,21,3,6,21,21,11,2,4,11,11,20.40845223,75.98355324,38.75445023,20.40845223,20.40845223,0,0,0,0,0,115.960162
SPARK-666,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,34,21.00859217,21,1,5,21,21,12,1,4,12,12,19.27976563,6.864212963,40.40483507,19.27976563,19.27976563,0.5,0.5,1,11.60665509,1,5.089097222
SPARK-668,1,0,0,0,1,1,1,0.999999005,0,0,2,1,2,0.5,0,0,0,0,0,0,1,0.5,2,1,0.5,1,0,1,0,0,0,1,1,0,3,1,76,21.00859217,22,1,6,22,22,12,1,4,12,12,19.27976563,6.864212963,40.40483507,19.27976563,19.27976563,0.266666667,0.266666667,1,44.65320313,11,0.078622685
SPARK-669,1,0,0,0,1,1,1,0.999999005,0,0,2,1,2,0.5,0,0,0,0,0,0,1,0.5,2,1,0.5,1,0,1,0,0,0,1,1,0,3,1,63,19.26442805,22,1,6,22,22,13,1,5,13,13,17.80275463,0.078622685,32.33959259,17.80275463,17.80275463,0.625,0.625,1,7.617405093,3,249.6820949
SPARK-671,1,0,0,0,1,1,1,0.999999005,0,0,2,1,2,0.5,0,0,0,0,0,0,1,0.5,2,1,0.5,1,0,1,0,0,0,1,1,0,3,1,169,17.8327414,20,1,3,20,20,16,4,8,16,16,16.33929253,7.517873264,23.96135417,16.33929253,16.33929253,0,0,0,0,2,148.3184375
SPARK-674,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,64,17.8327414,21,2,4,21,21,16,4,8,16,16,16.33929253,7.517873264,23.96135417,16.33929253,16.33929253,0,0,0,0,3,0.890648148
SPARK-683,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,125,16.70326852,21,1,4,21,21,17,3,9,17,17,15.43054875,6.458630401,21.39794239,15.43054875,15.43054875,0,0,0,0,0,583.6566204
SPARK-686,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,69,16.70326852,22,2,5,22,22,17,1,9,17,17,15.43054875,0.890648148,21.39794239,15.43054875,15.43054875,0.666666667,0.666666667,1,8.265775463,3,304.0080671
SPARK-687,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,49,0.262673611,23,3,6,23,23,17,1,9,17,17,15.43054875,0.890648148,21.39794239,15.43054875,15.43054875,0.6,0.6,1,8.265775463,4,1.299050926
SPARK-691,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,7,16.70326852,23,2,5,23,23,18,1,10,18,18,14.64546553,1.299050926,19.38805324,14.64546553,14.64546553,0.636363636,0.636363636,1,7.270529101,4,2.962372685
SPARK-694,1,1,1,1,1,1,0,0.001410436,0,0,2,1,2,0.5,0,0,0,0,0,0,1,0.5,2,1,0.5,0,1,0,1,0,0,1,1,0,3,1,115,16.70326852,24,3,6,24,24,18,1,9,18,18,14.64546553,1.299050926,21.23250129,14.64546553,14.64546553,0.25,0.25,1,0.890648148,3,1.166076389
SPARK-695,2,1,1,0.5,0,2,1,0.707106781,0,0,3,2,6,0.333333333,0,0,0,0,0,0,1,0.333333333,2,2,1,1,1,1,1,0,0,2,2,0,3,1,32,15.84446253,24,3,6,24,24,19,2,10,19,19,14.03056591,2.130711806,19.40548843,14.03056591,14.03056591,0.666666667,0.666666667,1,6.732009549,4,536.2349653
SPARK-696,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,102,15.84446253,25,3,7,25,25,19,2,10,19,19,14.03056591,2.130711806,19.40548843,14.03056591,14.03056591,0.2,0.2,1,0.890648148,4,0.049618056
SPARK-698,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,118,14.15150527,24,2,6,24,24,21,4,12,21,21,12.75221175,1.369279514,16.27254823,12.75221175,12.75221175,0,0,0,0,0,132.710787
SPARK-701,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,61,14.15150527,25,0,6,25,25,21,0,9,21,21,12.75221175,0,4.048806584,12.75221175,12.75221175,0.3125,0.3125,1,35.73828704,11,81.96190972
